Passenger_Id,pclass,survived,name_with_salutions,name_without_salutions,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,home_dest
187,3rd,1,"Dowdell, Miss. Elizabeth","Dowdell,  Elizabeth",female,30.0,0,0,364516,12.475,,Southampton,13,"Union Hill, NJ"
188,1st,0,"Fry, Mr. Richard","Fry,  Richard",male,,0,0,112058,0.0,B102,Southampton,,
189,2nd,0,"Stanton, Mr. Samuel Ward","Stanton,  Samuel Ward",male,41.0,0,0,237734,15.0458,,Cherbourg,,"New York, NY"
190,2nd,0,"Jacobsohn, Mr. Sidney Samuel","Jacobsohn,  Sidney Samuel",male,42.0,1,0,243847,27.0,,Southampton,,London
191,2nd,0,"Gill, Mr. John William","Gill,  John William",male,24.0,0,0,233866,13.0,,Southampton,,"Clevedon, England"
192,1st,1,"Hippach, Miss. Jean Gertrude","Hippach,  Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,Cherbourg,4,"Chicago, IL"
193,2nd,0,"Lingane, Mr. John","Lingane,  John",male,61.0,0,0,235509,12.35,,Queenstown,,
194,3rd,0,"Petterson, Mr. Johan Emil","Petterson,  Johan Emil",male,25.0,1,0,347076,7.775,,Southampton,,
195,3rd,0,"Dakic, Mr. Branko","Dakic,  Branko",male,19.0,0,0,349228,10.1708,,Southampton,,Austria
196,2nd,0,"Hickman, Mr. Stanley George","Hickman,  Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,,Southampton,,"West Hampstead, London / Neepawa, MB"
197,3rd,1,"Jonsson, Mr. Carl","Jonsson,  Carl",male,32.0,0,0,350417,7.8542,,Southampton,15,
198,3rd,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)","Backstrom,  Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,,Southampton,,"Ruotsinphytaa, Finland New York, NY"
199,3rd,0,"Lefebre, Miss. Mathilde","Lefebre,  Mathilde",female,,3,1,4133,25.4667,,Southampton,,
200,3rd,0,"Lyntakoff, Mr. Stanko","Lyntakoff,  Stanko",male,,0,0,349235,7.8958,,Southampton,,
201,1st,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","Hoyt,  Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,Southampton,D,"New York, NY /  Stamford CT"
202,1st,0,"Widener, Mr. George Dunton","Widener,  George Dunton",male,50.0,1,1,113503,211.5,C80,Cherbourg,,"Elkins Park, PA"
203,3rd,0,"Dennis, Mr. William","Dennis,  William",male,36.0,0,0,A/5 21175,7.25,,Southampton,,
204,1st,0,"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")","Lindeberg-Lind,  Erik Gustaf (""Mr Edward Lingrey"")",male,42.0,0,0,17475,26.55,,Southampton,,"Stockholm, Sweden"
205,3rd,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)","Khalil,  Betros (Zahie ""Maria"" Elias)",female,,1,0,2660,14.4542,,Cherbourg,,
206,3rd,0,"Stoytcheff, Mr. Ilia","Stoytcheff,  Ilia",male,19.0,0,0,349205,7.8958,,Southampton,,
207,3rd,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","Van Impe,  Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,Southampton,,
208,2nd,1,"Laroche, Miss. Simonne Marie Anne Andree","Laroche,  Simonne Marie Anne Andree",female,3.0,1,2,SC/Paris 2123,41.5792,,Cherbourg,14,Paris / Haiti
209,3rd,1,"Salkjelsvik, Miss. Anna Kristine","Salkjelsvik,  Anna Kristine",female,21.0,0,0,343120,7.65,,Southampton,C,
210,1st,1,"Silverthorne, Mr. Spencer Victor","Silverthorne,  Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,Southampton,5,"St Louis, MO"
211,1st,1,"Kimball, Mr. Edwin Nelson Jr","Kimball,  Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,Southampton,5,"Boston, MA"
212,1st,1,"Dodge, Master. Washington","Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,Southampton,5,"San Francisco, CA"
213,3rd,0,"Fleming, Miss. Honora","Fleming,  Honora",female,,0,0,364859,7.75,,Queenstown,,
214,3rd,0,"Lane, Mr. Patrick","Lane,  Patrick",male,,0,0,7935,7.75,,Queenstown,,
215,3rd,0,"Tobin, Mr. Roger","Tobin,  Roger",male,,0,0,383121,7.75,F38,Queenstown,,
216,3rd,1,"Kennedy, Mr. John","Kennedy,  John",male,,0,0,368783,7.75,,Queenstown,,
217,3rd,1,"O'Leary, Miss. Hanora ""Norah""","O'Leary,  Hanora ""Norah""",female,,0,0,330919,7.8292,,Queenstown,13,
218,2nd,1,"Hold, Mrs. Stephen (Annie Margaret Hill)","Hold,  Stephen (Annie Margaret Hill)",female,29.0,1,0,26707,26.0,,Southampton,10,"England / Sacramento, CA"
219,3rd,1,"Moor, Mrs. (Beila)","Moor,  (Beila)",female,27.0,0,1,392096,12.475,E121,Southampton,14,
220,1st,1,"Mock, Mr. Philipp Edmund","Mock,  Philipp Edmund",male,30.0,1,0,13236,57.75,C78,Cherbourg,11,"New York, NY"
221,3rd,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)","Hirvonen,  Alexander (Helga E Lindqvist)",female,22.0,1,1,3101298,12.2875,,Southampton,15,
222,3rd,1,"Mulvihill, Miss. Bertha E","Mulvihill,  Bertha E",female,24.0,0,0,382653,7.75,,Queenstown,15,
223,3rd,0,"Shorney, Mr. Charles Joseph","Shorney,  Charles Joseph",male,,0,0,374910,8.05,,Southampton,,
224,3rd,1,"Karun, Miss. Manca","Karun,  Manca",female,4.0,0,1,349256,13.4167,,Cherbourg,15,
225,3rd,1,"Kink-Heilmann, Miss. Luise Gretchen","Kink-Heilmann,  Luise Gretchen",female,4.0,0,2,315153,22.025,,Southampton,2,
226,3rd,0,"Bjorklund, Mr. Ernst Herbert","Bjorklund,  Ernst Herbert",male,18.0,0,0,347090,7.75,,Southampton,,"Stockholm, Sweden New York"
227,3rd,0,"Peacock, Miss. Treasteall","Peacock,  Treasteall",female,3.0,1,1,SOTON/O.Q. 3101315,13.775,,Southampton,,
228,3rd,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)","Lindell,  Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,,Southampton,A,
229,3rd,0,"Nieminen, Miss. Manta Josefina","Nieminen,  Manta Josefina",female,29.0,0,0,3101297,7.925,,Southampton,,
230,3rd,0,"Ford, Miss. Doolina Margaret ""Daisy""","Ford,  Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,Southampton,,"Rotherfield, Sussex, England Essex Co, MA"
231,2nd,1,"Shelley, Mrs. William (Imanita Parrish Hall)","Shelley,  William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,,Southampton,12,"Deer Lodge, MT"
232,3rd,1,"Hyman, Mr. Abraham","Hyman,  Abraham",male,,0,0,3470,7.8875,,Southampton,C,
233,3rd,0,"Green, Mr. George Henry","Green,  George Henry",male,51.0,0,0,21440,8.05,,Southampton,,"Dorking, Surrey, England"
234,2nd,0,"Lahtinen, Rev. William","Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,,Southampton,,"Minneapolis, MN"
235,3rd,0,"Aronsson, Mr. Ernst Axel Algot","Aronsson,  Ernst Axel Algot",male,24.0,0,0,349911,7.775,,Southampton,,"Sweden Joliet, IL"
236,2nd,1,"Beesley, Mr. Lawrence","Beesley,  Lawrence",male,34.0,0,0,248698,13.0,D56,Southampton,13,London
237,3rd,0,"Willer, Mr. Aaron (""Abi Weller"")","Willer,  Aaron (""Abi Weller"")",male,,0,0,3410,8.7125,,Southampton,,
238,2nd,0,"Aldworth, Mr. Charles Augustus","Aldworth,  Charles Augustus",male,30.0,0,0,248744,13.0,,Southampton,,"Bryn Mawr, PA, USA"
239,1st,0,"Smith, Mr. Richard William","Smith,  Richard William",male,,0,0,113056,26.0,A19,Southampton,,"Streatham, Surrey"
240,3rd,0,"Razi, Mr. Raihed","Razi,  Raihed",male,,0,0,2629,7.2292,,Cherbourg,,
241,3rd,1,"Baclini, Mrs. Solomon (Latifa Qurban)","Baclini,  Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,Cherbourg,C,"Syria New York, NY"
242,3rd,0,"Naidenoff, Mr. Penko","Naidenoff,  Penko",male,22.0,0,0,349206,7.8958,,Southampton,,
243,2nd,0,"Kvillner, Mr. Johan Henrik Johannesson","Kvillner,  Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,Southampton,,"Sweden / Arlington, NJ"
244,3rd,0,"Zabour, Miss. Thamine","Zabour,  Thamine",female,,1,0,2665,14.4542,,Cherbourg,,
245,2nd,1,"Leitch, Miss. Jessie Wills","Leitch,  Jessie Wills",female,,0,0,248727,33.0,,Southampton,11,"London / Chicago, IL"
246,1st,0,"Payne, Mr. Vivian Ponsonby","Payne,  Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,Southampton,,"Montreal, PQ"
247,3rd,0,"Saether, Mr. Simon Sivertsen","Saether,  Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,Southampton,,
248,3rd,0,"Leonard, Mr. Lionel","Leonard,  Lionel",male,36.0,0,0,LINE,0.0,,Southampton,,
249,3rd,0,"Thomas, Mr. Tannous","Thomas,  Tannous",male,,0,0,2684,7.225,,Cherbourg,,
250,3rd,0,"Turcin, Mr. Stjepan","Turcin,  Stjepan",male,36.0,0,0,349247,7.8958,,Southampton,,
251,1st,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","Allison, Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,Southampton,,"Montreal, PQ / Chesterville, ON"
252,2nd,0,"Funk, Miss. Annie Clemmer","Funk,  Annie Clemmer",female,38.0,0,0,237671,13.0,,Southampton,,"Janjgir, India / Pennsylvania"
253,3rd,0,"Wiklund, Mr. Karl Johan","Wiklund,  Karl Johan",male,21.0,1,0,3101266,6.4958,,Southampton,,
254,2nd,1,"Herman, Miss. Alice","Herman,  Alice",female,24.0,1,2,220845,65.0,,Southampton,9,"Somerset / Bernardsville, NJ"
255,3rd,0,"Barbara, Miss. Saiide","Barbara,  Saiide",female,18.0,0,1,2691,14.4542,,Cherbourg,,"Syria Ottawa, ON"
256,1st,1,"Bowen, Miss. Grace Scott","Bowen, Grace Scott",female,45.0,0,0,PC 17608,262.375,,Cherbourg,4,"Cooperstown, NY"
257,3rd,0,"Peduzzi, Mr. Joseph","Peduzzi,  Joseph",male,,0,0,A/5 2817,8.05,,Southampton,,
258,2nd,1,"Nye, Mrs. (Elizabeth Ramell)","Nye,  (Elizabeth Ramell)",female,29.0,0,0,C.A. 29395,10.5,F33,Southampton,11,"Folkstone, Kent / New York, NY"
259,3rd,0,"Vander Planke, Mr. Leo Edmondus","Vander Planke,  Leo Edmondus",male,16.0,2,0,345764,18.0,,Southampton,,
260,2nd,0,"Sobey, Mr. Samuel James Hayden","Sobey,  Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,,Southampton,,"Cornwall / Houghton, MI"
261,1st,0,"Clark, Mr. Walter Miller","Clark, Walter Miller",male,27.0,1,0,13508,136.7792,C89,Cherbourg,,"Los Angeles, CA"
262,1st,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)","Frauenthal,  Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,Southampton,5,"New York, NY"
263,3rd,0,"Betros, Master. Seman","Betros, Master. Seman",male,,0,0,2622,7.2292,,Cherbourg,,
264,2nd,0,"Hart, Mr. Benjamin","Hart,  Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,Southampton,,"Ilford, Essex / Winnipeg, MB"
265,2nd,0,"Hood, Mr. Ambrose Jr","Hood,  Ambrose Jr",male,21.0,0,0,S.O.C. 14879,73.5,,Southampton,,"New Forest, England"
266,3rd,1,"Dean, Miss. Elizabeth Gladys ""Millvina""","Dean,  Elizabeth Gladys ""Millvina""",female,0.1667,1,2,C.A. 2315,20.575,,Southampton,10,"Devon, England Wichita, KS"
267,3rd,0,"van Billiard, Master. Walter John","van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,Southampton,,
268,1st,1,"Barkworth, Mr. Algernon Henry Wilson","Barkworth, Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,Southampton,B,"Hessle, Yorks"
269,2nd,1,"Toomey, Miss. Ellen","Toomey,  Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,Southampton,9,"Indianapolis, IN"
270,1st,0,"Astor, Col. John Jacob","Astor, Col. John Jacob",male,47.0,1,0,PC 17757,227.525,C62 C64,Cherbourg,,"New York, NY"
271,3rd,0,"Hampe, Mr. Leon","Hampe,  Leon",male,20.0,0,0,345769,9.5,,Southampton,,
272,3rd,0,"Vande Velde, Mr. Johannes Joseph","Vande Velde,  Johannes Joseph",male,33.0,0,0,345780,9.5,,Southampton,,
273,2nd,0,"Bateman, Rev. Robert James","Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,Southampton,,"Jacksonville, FL"
274,2nd,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)","Angle,  William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,,Southampton,11,"Warwick, England"
275,2nd,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)","Howard,  Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,,Southampton,,"Swindon, England"
276,1st,0,"Dulles, Mr. William Crothers","Dulles,  William Crothers",male,39.0,0,0,PC 17580,29.7,A18,Cherbourg,,"Philadelphia, PA"
277,1st,0,"Sutton, Mr. Frederick","Sutton,  Frederick",male,61.0,0,0,36963,32.3208,D50,Southampton,,"Haddenfield, NJ"
278,1st,1,"Goldenberg, Mr. Samuel L","Goldenberg,  Samuel L",male,49.0,1,0,17453,89.1042,C92,Cherbourg,5,"Paris, France / New York, NY"
279,3rd,1,"Cohen, Mr. Gurshon ""Gus""","Cohen,  Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,Southampton,12,"London Brooklyn, NY"
280,3rd,0,"Andersson, Master. Sigvard Harald Elias","Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,Southampton,,"Sweden Winnipeg, MN"
281,3rd,0,"Karlsson, Mr. Nils August","Karlsson,  Nils August",male,22.0,0,0,350060,7.5208,,Southampton,,
282,1st,1,"Fortune, Miss. Alice Elizabeth","Fortune,  Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,Southampton,10,"Winnipeg, MB"
283,2nd,0,"Fox, Mr. Stanley Hubert","Fox,  Stanley Hubert",male,36.0,0,0,229236,13.0,,Southampton,,"Rochester, NY"
284,3rd,1,"Smyth, Miss. Julia","Smyth,  Julia",female,,0,0,335432,7.7333,,Queenstown,13,
285,2nd,0,"Meyer, Mr. August","Meyer,  August",male,39.0,0,0,248723,13.0,,Southampton,,"Harrow-on-the-Hill, Middlesex"
286,1st,0,"Parr, Mr. William Henry Marsh","Parr,  William Henry Marsh",male,,0,0,112052,0.0,,Southampton,,Belfast
287,3rd,0,"Skoog, Mr. Wilhelm","Skoog,  Wilhelm",male,40.0,1,4,347088,27.9,,Southampton,,
288,1st,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)","Cavendish, Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,Southampton,6,"Little Onn Hall, Staffs"
289,3rd,0,"Boulos, Mr. Hanna","Boulos,  Hanna",male,,0,0,2664,7.225,,Cherbourg,,Syria
290,2nd,0,"Gillespie, Mr. William Henry","Gillespie,  William Henry",male,34.0,0,0,12233,13.0,,Southampton,,"Vancouver, BC"
291,1st,0,"Spencer, Mr. William Augustus","Spencer,  William Augustus",male,57.0,1,0,PC 17569,146.5208,B78,Cherbourg,,"Paris, France"
292,3rd,0,"Allen, Mr. William Henry","Allen,  William Henry",male,35.0,0,0,373450,8.05,,Southampton,,"Lower Clapton, Middlesex or Erdington, Birmingham"
293,3rd,0,"Saad, Mr. Amin","Saad,  Amin",male,,0,0,2671,7.2292,,Cherbourg,,
294,1st,1,"Minahan, Miss. Daisy E","Minahan,  Daisy E",female,33.0,1,0,19928,90.0,C78,Queenstown,14,"Green Bay, WI"
295,3rd,0,"Cacic, Mr. Jego Grga","Cacic,  Jego Grga",male,18.0,0,0,315091,8.6625,,Southampton,,
296,3rd,0,"Pokrnic, Mr. Tome","Pokrnic,  Tome",male,24.0,0,0,315092,8.6625,,Southampton,,
297,3rd,0,"Vendel, Mr. Olof Edvin","Vendel,  Olof Edvin",male,20.0,0,0,350416,7.8542,,Southampton,,
298,1st,0,"Hoyt, Mr. William Fisher","Hoyt,  William Fisher",male,,0,0,PC 17600,30.6958,,Cherbourg,14,"New York, NY"
299,3rd,1,"Moubarek, Master. Gerios","Moubarek, Master. Gerios",male,,1,1,2661,15.2458,,Cherbourg,C,
300,3rd,1,"Sundman, Mr. Johan Julian","Sundman,  Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,Southampton,15,
301,3rd,0,"Guest, Mr. Robert","Guest,  Robert",male,,0,0,376563,8.05,,Southampton,,
302,3rd,0,"Henry, Miss. Delia","Henry,  Delia",female,,0,0,382649,7.75,,Queenstown,,
303,3rd,0,"Dika, Mr. Mirko","Dika,  Mirko",male,17.0,0,0,349232,7.8958,,Southampton,,
304,1st,0,"Cumings, Mr. John Bradley","Cumings, John Bradley",male,39.0,1,0,PC 17599,71.2833,C85,Cherbourg,,"New York, NY"
305,3rd,0,"Carver, Mr. Alfred John","Carver,  Alfred John",male,28.0,0,0,392095,7.25,,Southampton,,"St Denys, Southampton, Hants"
306,3rd,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)","Johnson,  Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,0,2,347742,11.1333,,Southampton,15,
307,1st,1,"Compton, Miss. Sara Rebecca","Compton, Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,Cherbourg,14,"Lakewood, NJ"
308,3rd,0,"Connors, Mr. Patrick","Connors,  Patrick",male,70.5,0,0,370369,7.75,,Queenstown,,
309,1st,0,"Loring, Mr. Joseph Holland","Loring,  Joseph Holland",male,30.0,0,0,113801,45.5,,Southampton,,"London / New York, NY"
310,3rd,0,"Van Impe, Mr. Jean Baptiste","Van Impe,  Jean Baptiste",male,36.0,1,1,345773,24.15,,Southampton,,
311,1st,1,"Hoyt, Mr. Frederick Maxfield","Hoyt,  Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,Southampton,D,"New York, NY /  Stamford CT"
312,2nd,0,"Cotterill, Mr. Henry ""Harry""","Cotterill,  Henry ""Harry""",male,21.0,0,0,29107,11.5,,Southampton,,"Penzance, Cornwall / Akron, OH"
313,2nd,0,"Levy, Mr. Rene Jacques","Levy,  Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,Cherbourg,,"Montreal, PQ"
314,3rd,0,"Cann, Mr. Ernest Charles","Cann,  Ernest Charles",male,21.0,0,0,A./5. 2152,8.05,,Southampton,,
315,2nd,0,"Gilbert, Mr. William","Gilbert,  William",male,47.0,0,0,C.A. 30769,10.5,,Southampton,,Cornwall
316,3rd,0,"Rekic, Mr. Tido","Rekic,  Tido",male,38.0,0,0,349249,7.8958,,Southampton,,
317,2nd,1,"Portaluppi, Mr. Emilio Ilario Giuseppe","Portaluppi,  Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,,Cherbourg,14,"Milford, NH"
318,1st,0,"Moore, Mr. Clarence Bloomfield","Moore,  Clarence Bloomfield",male,47.0,0,0,113796,42.4,,Southampton,,"Washington, DC"
319,2nd,0,"Corbett, Mrs. Walter H (Irene Colvin)","Corbett,  Walter H (Irene Colvin)",female,30.0,0,0,237249,13.0,,Southampton,,"Provo, UT"
320,3rd,0,"Assaf, Mr. Gerios","Assaf,  Gerios",male,21.0,0,0,2692,7.225,,Cherbourg,,"Ottawa, ON"
321,2nd,0,"Hold, Mr. Stephen","Hold,  Stephen",male,44.0,1,0,26707,26.0,,Southampton,,"England / Sacramento, CA"
322,3rd,0,"Khalil, Mr. Betros","Khalil,  Betros",male,,1,0,2660,14.4542,,Cherbourg,,
323,3rd,1,"Jermyn, Miss. Annie","Jermyn,  Annie",female,,0,0,14313,7.75,,Queenstown,D,
324,3rd,0,"Widegren, Mr. Carl/Charles Peter","Widegren,  Carl/Charles Peter",male,51.0,0,0,347064,7.75,,Southampton,,
325,1st,0,"Goldschmidt, Mr. George B","Goldschmidt,  George B",male,71.0,0,0,PC 17754,34.6542,A5,Cherbourg,,"New York, NY"
326,1st,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)","Cumings, John Bradley (Florence Briggs Thayer)",female,38.0,1,0,PC 17599,71.2833,C85,Cherbourg,4,"New York, NY"
327,2nd,0,"Harbeck, Mr. William H","Harbeck,  William H",male,44.0,0,0,248746,13.0,,Southampton,,"Seattle, WA / Toledo, OH"
328,3rd,0,"Andreasson, Mr. Paul Edvin","Andreasson,  Paul Edvin",male,20.0,0,0,347466,7.8542,,Southampton,,"Sweden Chicago, IL"
329,1st,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)","Snyder,  John Pillsbury (Nelle Stevenson)",female,23.0,1,0,21228,82.2667,B45,Southampton,7,"Minneapolis, MN"
330,3rd,0,"Braund, Mr. Lewis Richard","Braund,  Lewis Richard",male,29.0,1,0,3460,7.0458,,Southampton,,"Bridgerule, Devon"
331,3rd,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")","Thomas,  Alexander (Thamine ""Thelma"")",female,16.0,1,1,2625,8.5167,,Cherbourg,14,
332,3rd,1,"Peter, Miss. Anna","Peter,  Anna",female,,1,1,2668,22.3583,F E69,Cherbourg,D,
333,2nd,1,"Herman, Mrs. Samuel (Jane Laver)","Herman,  Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,,Southampton,9,"Somerset / Bernardsville, NJ"
334,3rd,1,"Lulic, Mr. Nikola","Lulic,  Nikola",male,27.0,0,0,315098,8.6625,,Southampton,15,
335,3rd,1,"Niskanen, Mr. Juha","Niskanen,  Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,Southampton,9,
336,2nd,0,"Ashby, Mr. John","Ashby,  John",male,57.0,0,0,244346,13.0,,Southampton,,"West Hoboken, NJ"
337,2nd,1,"Silven, Miss. Lyyli Karoliina","Silven,  Lyyli Karoliina",female,18.0,0,2,250652,13.0,,Southampton,16,"Finland / Minneapolis, MN"
338,3rd,0,"Horgan, Mr. John","Horgan,  John",male,,0,0,370377,7.75,,Queenstown,,
339,3rd,1,"Mamee, Mr. Hanna","Mamee,  Hanna",male,,0,0,2677,7.2292,,Cherbourg,15,
340,2nd,0,"Bowenur, Mr. Solomon","Bowenur,  Solomon",male,42.0,0,0,211535,13.0,,Southampton,,London
341,1st,0,"Andrews, Mr. Thomas Jr","Andrews, Thomas Jr",male,39.0,0,0,112050,0.0,A36,Southampton,,"Belfast, NI"
342,3rd,1,"Moor, Master. Meier","Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,Southampton,14,
343,3rd,0,"Lithman, Mr. Simon","Lithman,  Simon",male,,0,0,S.O./P.P. 251,7.55,,Southampton,,
344,1st,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,Cherbourg,6,"Belgium  Montreal, PQ"
345,3rd,0,"Beavan, Mr. William Thomas","Beavan,  William Thomas",male,19.0,0,0,323951,8.05,,Southampton,,England
346,3rd,0,"Cor, Mr. Liudevit","Cor,  Liudevit",male,19.0,0,0,349231,7.8958,,Southampton,,Austria
347,3rd,0,"Jardin, Mr. Jose Neto","Jardin,  Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,Southampton,,
348,1st,1,"Newell, Miss. Marjorie","Newell,  Marjorie",female,23.0,1,0,35273,113.275,D36,Cherbourg,6,"Lexington, MA"
349,3rd,0,"Youseff, Mr. Gerious","Youseff,  Gerious",male,45.5,0,0,2628,7.225,,Cherbourg,,
350,2nd,0,"Givard, Mr. Hans Kristensen","Givard,  Hans Kristensen",male,30.0,0,0,250646,13.0,,Southampton,,
351,1st,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)","Harper,  Henry Sleeper (Myna Haxtun)",female,49.0,1,0,PC 17572,76.7292,D33,Cherbourg,3,"New York, NY"
352,1st,0,"Kent, Mr. Edward Austin","Kent,  Edward Austin",male,58.0,0,0,11771,29.7,B37,Cherbourg,,"Buffalo, NY"
353,3rd,0,"Patchett, Mr. George","Patchett,  George",male,19.0,0,0,358585,14.5,,Southampton,,
354,2nd,1,"Hocking, Miss. Ellen ""Nellie""","Hocking,  Ellen ""Nellie""",female,20.0,2,1,29105,23.0,,Southampton,4,"Cornwall / Akron, OH"
355,1st,1,"Lesurer, Mr. Gustave J","Lesurer,  Gustave J",male,35.0,0,0,PC 17755,512.3292,B101,Cherbourg,3,
356,3rd,0,"Coelho, Mr. Domingos Fernandeo","Coelho,  Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,Southampton,,Portugal
357,2nd,0,"Maybery, Mr. Frank Hubert","Maybery,  Frank Hubert",male,40.0,0,0,239059,16.0,,Southampton,,"Weston-Super-Mare / Moose Jaw, SK"
358,1st,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,B77,Southampton,8,"London  Vancouver, BC"
359,2nd,1,"Slayter, Miss. Hilda Mary","Slayter,  Hilda Mary",female,30.0,0,0,234818,12.35,,Queenstown,13,"Halifax, NS"
360,3rd,0,"Nirva, Mr. Iisakki Antino Aijo","Nirva,  Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,Southampton,,"Finland Sudbury, ON"
361,3rd,1,"Andersen-Jensen, Miss. Carla Christine Nielsine","Andersen-Jensen,  Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,Southampton,16,
362,1st,1,"Rheims, Mr. George Alexander Lucien","Rheims,  George Alexander Lucien",male,,0,0,PC 17607,39.6,,Southampton,A,"Paris /  New York, NY"
363,3rd,0,"Vanden Steen, Mr. Leo Peter","Vanden Steen,  Leo Peter",male,28.0,0,0,345783,9.5,,Southampton,,
364,2nd,0,"Jefferys, Mr. Clifford Thomas","Jefferys,  Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,,Southampton,,"Guernsey / Elizabeth, NJ"
365,2nd,0,"Coleridge, Mr. Reginald Charles","Coleridge,  Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,Southampton,,"Hartford, Huntingdonshire"
366,3rd,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)","Arnold-Franchi,  Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,,Southampton,,"Altdorf, Switzerland"
367,3rd,1,"McCoy, Miss. Alicia","McCoy,  Alicia",female,,2,0,367226,23.25,,Queenstown,16,
368,3rd,0,"Skoog, Master. Harald","Skoog, Master. Harald",male,4.0,3,2,347088,27.9,,Southampton,,
369,3rd,0,"Rice, Mrs. William (Margaret Norton)","Rice,  William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Queenstown,,
370,1st,1,"Allen, Miss. Elisabeth Walton","Allen, Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,Southampton,2,"St Louis, MO"
